"x"
"0"
"0"
"0"
"0"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"2"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"3"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"4"
"5"
"5"
"5"
"5"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"R"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
"T"
